STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,ADJUSTMENT,Adjustment,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q3,,143.21687526848,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q4,,145.441103218897,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q1,,145.100451403812,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q2,,143.754949517086,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q3,,140.015098412419,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q4,,130.815039075798,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q1,,125.01155630196,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q2,,121.295842345689,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q3,,118.383481645556,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q4,,116.108656227516,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q1,,115.592469278593,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q2,,115.353580319884,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q3,,115.492415891381,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q4,,116.055375365839,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q1,,117.017015064177,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q2,,116.417825521498,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q3,,116.234608709615,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q4,,116.148965260677,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DEU,Germany,Q,Quarterly,RHP,Real house price indices,IX,Index,2026-Q1,,115.776173679235,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q3,,126.03841326934,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q4,,127.257053850525,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q1,,127.493618629537,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q2,,126.976831323078,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q3,,125.205516977081,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q4,,120.875102173354,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q1,,118.307672779018,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q2,,116.581544492976,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q3,,115.231043519766,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q4,,114.300348608439,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q1,,113.996138196025,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q2,,114.829159133284,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q3,,115.731135533264,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q4,,116.781553310858,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q1,,117.593559125621,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q2,,118.285160357745,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q3,,118.93794068663,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q4,,119.655471058228,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA17,Euro area (17 countries),Q,Quarterly,RHP,Real house price indices,IX,Index,2026-Q1,,120.14395375466,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q3,,126.347580730648,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q4,,127.646292445891,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q1,,127.863819805337,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q2,,127.455549665384,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q3,,125.770608302922,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q4,,121.465776317346,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q1,,118.930301124941,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q2,,117.25892542389,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q3,,116.050001851967,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q4,,115.28403441367,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q1,,115.042220628309,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q2,,115.95599811367,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q3,,116.927953715294,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q4,,118.06352489509,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q1,,118.86143261138,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q2,,119.62648222769,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q3,,120.333750193925,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EA,Euro area,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q4,,121.415522505204,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q3,,135.087183583949,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q4,,138.21024531054,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q1,,132.402405981674,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q2,,131.552608193923,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q3,,129.89591842516,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q4,,128.886161142248,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q1,,129.785965487478,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q2,,131.430968331062,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q3,,132.870011045676,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q4,,132.438568419743,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q1,,133.801464326584,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q2,,133.941969543106,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q3,,134.755929714606,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q4,,135.552597930602,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q1,,136.208634980502,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q2,,137.485283836281,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q3,,138.702963693463,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,CHL,Chile,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q4,,139.086063936667,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DNK,Denmark,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q1,,117.919879808828,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DNK,Denmark,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q2,,120.306409125177,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DNK,Denmark,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q3,,121.982235212991,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DNK,Denmark,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q4,,122.111609326296,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DNK,Denmark,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q1,,125.119889817559,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DNK,Denmark,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q2,,125.952618466973,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DNK,Denmark,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q3,,125.529775847718,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DNK,Denmark,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q4,,128.850687416635,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,DNK,Denmark,Q,Quarterly,RHP,Real house price indices,IX,Index,2026-Q1,,133.604695696023,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,FIN,Finland,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q1,,102.481887480439,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,FIN,Finland,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q2,,100.439642936166,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
