par_cz,kid_race,par_pctile,shrunk_xkid_vscore2020,cz_name
11600,Asian,25,727.7861671469741,Detroit
11600,Hispanic,50,655.9486600682844,Detroit
11600,AIAN,25,619.812037037037,Detroit
11600,Pooled,50,668.4442496537205,Detroit
11600,Black,-9,595.2032008219395,Detroit
11600,White,-9,697.3466497610456,Detroit
11600,Hispanic,75,677.8752158894646,Detroit
11700,Black,75,630.4009302325582,Lansing
11700,Asian,25,723.3157894736842,Lansing
11700,Hispanic,75,666.9979381443299,Lansing
11700,White,75,714.8641290322581,Lansing
11700,Black,50,610.8512091638981,Lansing
11700,Asian,50,730.2482395644283,Lansing
11700,White,25,653.0102272727273,Lansing
11700,Black,25,591.301488095238,Lansing
11700,Pooled,-9,685.5815165876778,Lansing
11700,Pooled,25,642.9551818372925,Lansing
11700,Hispanic,-9,641.7642131979695,Lansing
11700,Asian,75,737.1806896551724,Lansing
11700,AIAN,75,664.6823529411764,Lansing
11700,AIAN,25,608.475,Lansing
11700,Black,-9,606.5580762250454,Lansing
11700,AIAN,50,636.5786764705882,Lansing
11700,AIAN,-9,637.430303030303,Lansing
11700,Hispanic,50,642.1427190721649,Lansing
11700,White,-9,695.5450754214729,Lansing
11700,Asian,-9,730.5474820143885,Lansing
11700,Pooled,50,675.8593789602605,Lansing
11700,Pooled,75,708.7635760832286,Lansing
11700,White,50,683.9371781524927,Lansing
11700,Hispanic,25,617.2875,Lansing
11800,Pooled,50,680.5767718835216,Mount Pleasant
11800,Asian,25,707.6,Mount Pleasant
11800,Asian,-9,709.5,Mount Pleasant
11800,Pooled,-9,681.0425936123348,Mount Pleasant
11800,White,25,651.2317073170732,Mount Pleasant
11800,Black,50,624.096,Mount Pleasant
11800,White,75,716.1239766081871,Mount Pleasant
11800,Asian,50,709.5,Mount Pleasant
11800,Hispanic,-9,637.376724137931,Mount Pleasant
11800,Asian,75,711.4,Mount Pleasant
11800,AIAN,50,613.1055797733217,Mount Pleasant
11800,AIAN,-9,614.0911764705883,Mount Pleasant
11800,Hispanic,25,620.3710144927536,Mount Pleasant
11800,AIAN,25,601.9354838709677,Mount Pleasant
11800,Black,25,601.3200000000001,Mount Pleasant
11800,White,50,683.6778419626302,Mount Pleasant
11800,Pooled,75,711.9075963103635,Mount Pleasant
11800,Black,75,646.872,Mount Pleasant
11800,Hispanic,75,662.3425531914894,Mount Pleasant
11800,White,-9,684.3558208955224,Mount Pleasant
11800,Hispanic,50,641.3567838421216,Mount Pleasant
11800,Black,-9,624.096,Mount Pleasant
11800,AIAN,75,624.2756756756756,Mount Pleasant
11800,Pooled,25,649.2459474566797,Mount Pleasant
11900,Black,25,583.4433766233766,Saginaw
11900,Hispanic,25,622.2065217391304,Saginaw
11900,Hispanic,-9,644.0356321839081,Saginaw
11900,Asian,50,713.370634920635,Saginaw
11900,Hispanic,50,645.3666755037116,Saginaw
11900,Pooled,50,677.660521027413,Saginaw
11900,White,-9,693.5331347728965,Saginaw
11900,AIAN,75,670.6333333333333,Saginaw
11900,Asian,-9,715.0301282051282,Saginaw
11900,Black,-9,595.4059865092748,Saginaw
11900,Pooled,75,709.1905351566706,Saginaw
11900,Asian,75,722,Saginaw
11900,White,25,657.1878669275929,Saginaw
11900,Hispanic,75,668.5268292682927,Saginaw
11900,Pooled,-9,683.342254416063,Saginaw
11900,Asian,25,704.7412698412699,Saginaw
11900,White,75,715.8557692307693,Saginaw
11900,White,50,686.5218180791811,Saginaw
11900,Black,75,617.5483173076923,Saginaw
11900,AIAN,-9,648.7833333333333,Saginaw
11900,Black,50,600.4958469655344,Saginaw
11900,AIAN,25,626.9333333333333,Saginaw
11900,Pooled,25,646.1305068981553,Saginaw
11900,AIAN,50,648.7833333333333,Saginaw
12001,AIAN,-9,639.76,Big Rapids
12001,AIAN,25,610.96,Big Rapids
12001,Asian,75,720.6666666666666,Big Rapids
12001,Black,-9,621.814705882353,Big Rapids
12001,White,75,714.5572039942939,Big Rapids
12001,White,25,650.2238154613466,Big Rapids
12001,Black,50,621.8147058823529,Big Rapids
12001,Asian,-9,712.7333333333333,Big Rapids
12001,Pooled,-9,677.8838709677419,Big Rapids
12001,Pooled,75,711.3525291828794,Big Rapids
12001,Pooled,25,648.291743119266,Big Rapids
12001,Hispanic,50,655.7476190476191,Big Rapids
12001,AIAN,75,668.5599999999999,Big Rapids
12001,Hispanic,25,620.8333333333334,Big Rapids
12001,Asian,50,712.7333333333333,Big Rapids
12001,Hispanic,-9,655.7476190476191,Big Rapids
12001,Hispanic,75,690.6619047619048,Big Rapids
12001,Black,25,595.0941176470589,Big Rapids
12001,Black,75,648.535294117647,Big Rapids
12001,AIAN,50,639.76,Big Rapids
12001,White,50,682.3905097278202,Big Rapids
12001,Pooled,50,679.8221361510728,Big Rapids
12001,White,-9,680.2289421157685,Big Rapids
12001,Asian,25,704.8,Big Rapids
12002,Pooled,-9,688.884149659864,Ludington
12002,Asian,75,738.1,Ludington
12002,Hispanic,-9,662.5522727272727,Ludington
12002,Black,50,612.3,Ludington
12002,Pooled,50,688.3111196806097,Ludington
12002,Black,-9,612.3,Ludington
12002,Hispanic,50,664.16966873706,Ludington
12002,White,75,721.0823529411765,Ludington
12002,Pooled,25,658.2270457697642,Ludington
12002,Asian,-9,732.6,Ludington
12002,White,50,690.5911764705883,Ludington
12002,Black,25,582.5,Ludington
12002,AIAN,50,658.425,Ludington
12002,AIAN,25,631.6,Ludington
12002,AIAN,75,685.25,Ludington
12002,White,-9,691.2789473684211,Ludington
12002,Asian,25,727.1,Ludington
12002,White,25,660.1,Ludington
12002,AIAN,-9,658.425,Ludington
12002,Black,75,642.1,Ludington
12002,Hispanic,75,699.7523809523809,Ludington
12002,Hispanic,25,628.5869565217391,Ludington
12002,Asian,50,732.6,Ludington
12002,Pooled,75,718.3951935914553,Ludington
12100,Pooled,-9,677.300920598389,Kalamazoo
12100,Pooled,50,670.9266028408168,Kalamazoo
12100,AIAN,50,644.8558823529412,Kalamazoo
12100,AIAN,-9,644.8558823529412,Kalamazoo
12100,White,75,711.2688829787234,Kalamazoo
12100,AIAN,25,611.2647058823529,Kalamazoo
12100,Asian,75,735.8333333333334,Kalamazoo
12100,White,50,677.7781209476009,Kalamazoo
12100,Black,75,625.8651612903226,Kalamazoo
12100,Black,25,582.537089201878,Kalamazoo
12100,AIAN,75,678.4470588235295,Kalamazoo
12100,Hispanic,25,626.0988764044944,Kalamazoo
12100,White,25,644.2873589164785,Kalamazoo
12100,Black,-9,594.0962134251291,Kalamazoo
12100,White,-9,686.4380753138075,Kalamazoo
12100,Pooled,25,634.573643816501,Kalamazoo
12100,Hispanic,75,675.5115384615384,Kalamazoo
12100,Asian,50,727.1125683060109,Kalamazoo
12100,Pooled,75,707.2795618651327,Kalamazoo
12100,Black,50,604.2011252461002,Kalamazoo
12100,Asian,-9,729.18375,Kalamazoo
12100,Asian,25,718.3918032786885,Kalamazoo
12100,Hispanic,50,650.8052074330164,Kalamazoo
12100,Hispanic,-9,644.3219858156028,Kalamazoo
12200,AIAN,75,666.4415730337079,Grand Rapids
12200,Hispanic,25,627.6573508005822,Grand Rapids
12200,AIAN,25,613.4794392523364,Grand Rapids
12200,White,50,688.3432493146648,Grand Rapids
12200,Black,-9,592.7049907578559,Grand Rapids
12200,Asian,-9,718.1366906474821,Grand Rapids
12200,Black,25,580.5881653099561,Grand Rapids
12200,White,75,720.4824420255561,Grand Rapids
12200,AIAN,-9,637.5285714285715,Grand Rapids
12200,White,-9,699.0090450677592,Grand Rapids
12200,AIAN,50,639.9605061430221,Grand Rapids
12200,Asian,75,722.4936363636364,Grand Rapids
12200,Black,75,626.8329805996473,Grand Rapids
12200,Black,50,603.7105729548017,Grand Rapids
12200,Hispanic,50,649.1986482263781,Grand Rapids
12200,Hispanic,-9,642.6852132701422,Grand Rapids
12200,White,25,656.2040566037736,Grand Rapids
12200,Pooled,50,680.823846523318,Grand Rapids
12200,Asian,25,711.774778761062,Grand Rapids
12200,Pooled,75,716.3753325748294,Grand Rapids
12200,Hispanic,75,670.7399456521739,Grand Rapids
12200,Pooled,25,645.2723604718067,Grand Rapids
12200,Pooled,-9,689.4786157362063,Grand Rapids
12200,Asian,50,717.1342075623492,Grand Rapids
12301,White,50,694.4397647441272,Traverse City
12301,Pooled,50,691.9650112612612,Traverse City
12301,Black,75,655.6,Traverse City
12301,Black,-9,629.9,Traverse City
12301,White,25,665.9848375451263,Traverse City
12301,White,75,722.894691943128,Traverse City
12301,Hispanic,75,683.5,Traverse City
12301,Hispanic,50,658.924,Traverse City
12301,Hispanic,25,634.348,Traverse City
12301,White,-9,697.8193531283139,Traverse City
12301,AIAN,75,659.8200000000001,Traverse City
12301,Black,25,604.2,Traverse City
12301,Asian,75,713.4,Traverse City
12301,Black,50,629.9000000000001,Traverse City
12301,Pooled,-9,695.1269769769769,Traverse City
12301,Pooled,75,720.4227027027027,Traverse City
12301,AIAN,25,613.42,Traverse City
12301,AIAN,-9,636.62,Traverse City
12301,AIAN,50,636.62,Traverse City
12301,Asian,25,700.1,Traverse City
12301,Asian,50,706.75,Traverse City
12301,Pooled,25,663.5073198198198,Traverse City
12301,Hispanic,-9,657.9,Traverse City
12301,Asian,-9,706.75,Traverse City
12302,Black,-9,621.1,Petoskey
12302,AIAN,25,631.9857142857143,Petoskey
12302,Black,50,621.0999999999999,Petoskey
12302,Black,25,607.9,Petoskey
12302,Asian,-9,715.8333333333334,Petoskey
12302,White,50,692.2302083333334,Petoskey
12302,Asian,25,712.6,Petoskey
12302,White,25,664.7270833333333,Petoskey
12302,Pooled,25,663.5566539923955,Petoskey
12302,Pooled,75,716.1486136783734,Petoskey
12302,Asian,50,715.8333333333334,Petoskey
12302,Asian,75,719.0666666666667,Petoskey
12302,AIAN,75,661.6285714285714,Petoskey
12302,Hispanic,50,662.5833333333333,Petoskey
12302,White,-9,692.6533333333333,Petoskey
12302,Hispanic,75,683.5333333333333,Petoskey
12302,AIAN,-9,646.8071428571428,Petoskey
12302,Hispanic,-9,662.5833333333334,Petoskey
12302,Hispanic,25,641.6333333333333,Petoskey
12302,White,75,719.7333333333333,Petoskey
12302,Pooled,50,689.8526338353845,Petoskey
12302,Black,75,634.3,Petoskey
12302,AIAN,50,646.8071428571428,Petoskey
12302,Pooled,-9,690.222305529522,Petoskey
12401,Pooled,25,661.5675675675676,Alpena
12401,AIAN,75,686.5,Alpena
12401,Pooled,-9,688.5594422310756,Alpena
12401,AIAN,50,651.1,Alpena
12401,Hispanic,25,639.05,Alpena
12401,Asian,75,707.7,Alpena
12401,White,75,721.5426229508197,Alpena
12401,Black,75,639.85,Alpena
12401,Black,-9,629.6,Alpena
12401,Pooled,50,690.323766805855,Alpena
12401,Asian,50,699.25,Alpena
12401,White,25,662.8952076677316,Alpena
12401,Hispanic,-9,667.6125,Alpena
12401,Black,25,619.35,Alpena
12401,Pooled,75,719.0799660441426,Alpena
12401,AIAN,25,615.7,Alpena
12401,Black,50,629.6,Alpena
12401,White,50,692.2189153092756,Alpena
12401,AIAN,-9,651.1,Alpena
12401,White,-9,690.2972765957447,Alpena
12401,Hispanic,75,696.175,Alpena
12401,Asian,25,690.8,Alpena
12401,Asian,-9,699.25,Alpena
12401,Hispanic,50,667.6125,Alpena
12402,Black,75,630.075,Grayling charter
12402,Asian,25,690.3,Grayling charter
12402,AIAN,25,613.7666666666667,Grayling charter
12402,AIAN,75,669.5,Grayling charter
12402,AIAN,-9,641.6333333333333,Grayling charter
12402,Hispanic,75,665,Grayling charter
12402,Pooled,75,706.085393258427,Grayling charter
12402,White,25,651.6442225392296,Grayling charter
12402,Pooled,25,649.768988173456,Grayling charter
12402,Hispanic,25,633.4833333333333,Grayling charter
12402,Asian,75,701.25,Grayling charter
12402,Asian,50,695.775,Grayling charter
12402,Black,-9,614.425,Grayling charter
12402,AIAN,50,641.6333333333333,Grayling charter
12402,Black,25,598.775,Grayling charter
12402,White,75,710.8454706927176,Grayling charter
12402,Pooled,-9,675.1195086705202,Grayling charter
12402,Asian,-9,695.775,Grayling charter
12402,White,-9,678.0131329113924,Grayling charter
12402,White,50,681.2448466159736,Grayling charter
12402,Hispanic,-9,649.2416666666667,Grayling charter
12402,Hispanic,50,649.2416666666667,Grayling charter
12402,Pooled,50,677.9271907159415,Grayling charter
12402,Black,50,614.425,Grayling charter
12501,Hispanic,50,662.9866625649439,Dayton
12501,AIAN,75,658.4333333333333,Dayton
12501,Hispanic,-9,664.9434343434343,Dayton
12501,Asian,25,711.1857988165681,Dayton
12501,AIAN,50,633.3357142857142,Dayton
12501,Asian,75,733.4447470817121,Dayton
12501,Hispanic,75,690.6610062893081,Dayton
12501,Pooled,75,708.996627529353,Dayton
12501,White,25,643.8153716216216,Dayton
12501,Asian,50,722.3152729491401,Dayton
12501,Pooled,25,634.3382770930154,Dayton
12501,Pooled,-9,677.2011904078939,Dayton
12501,Pooled,50,671.6674523111842,Dayton
12501,AIAN,25,608.2380952380952,Dayton
12501,Hispanic,25,635.3123188405797,Dayton
12501,Black,25,584.9856349206349,Dayton
12501,Black,75,627.3081712062257,Dayton
12501,White,-9,686.2856338960609,Dayton
12501,White,75,713.6589548176374,Dayton
12501,Black,-9,597.2481961668545,Dayton
12501,Asian,-9,724.6143192488263,Dayton
12501,AIAN,-9,633.3357142857143,Dayton
12501,White,50,678.7371632196296,Dayton
12501,Black,50,606.1469030634303,Dayton
12502,Pooled,25,631.2175466666666,Washington Court House
12502,White,-9,660.0683870967742,Washington Court House
12502,Black,-9,605.2925925925925,Washington Court House
12502,Asian,75,719.6333333333333,Washington Court House
12502,Asian,25,698.5333333333333,Washington Court House
12502,Pooled,75,698.3366545454545,Washington Court House
12502,Black,25,591.2925925925925,Washington Court House
12502,Black,75,619.2925925925925,Washington Court House
12502,Hispanic,25,627.1333333333333,Washington Court House
12502,Hispanic,50,641.9166666666667,Washington Court House
12502,Hispanic,75,656.7,Washington Court House
12502,Pooled,-9,659.6140923076923,Washington Court House
12502,White,50,665.6635897435897,Washington Court House
12502,White,75,700.3538461538461,Washington Court House
12502,Asian,-9,709.0833333333334,Washington Court House
12502,Asian,50,709.0833333333333,Washington Court House
12502,Pooled,50,664.7771006060606,Washington Court House
12502,White,25,630.9733333333334,Washington Court House
12502,Hispanic,-9,641.9166666666666,Washington Court House
12502,Black,50,605.2925925925925,Washington Court House
12600,White,50,661.964925336262,Wayne
12600,White,25,628.2849293563579,Wayne
12600,White,75,695.644921316166,Wayne
12600,Pooled,75,694.3414030261348,Wayne
12600,Pooled,25,626.28556998557,Wayne
12600,Pooled,50,660.3134865058523,Wayne
12600,Asian,25,704.1,Wayne
12600,Hispanic,75,672.04,Wayne
12600,Hispanic,-9,645.18,Wayne
12600,Black,25,590.447619047619,Wayne
12600,Black,50,613.2523809523809,Wayne
12600,Asian,-9,715.2,Wayne
12600,Pooled,-9,661.1282394366198,Wayne
12600,Black,-9,601.85,Wayne
12600,Asian,75,726.3,Wayne
12600,White,-9,663.5279191616767,Wayne
12600,Hispanic,50,645.1800000000001,Wayne
12600,Asian,50,715.2,Wayne
12600,Black,75,636.0571428571428,Wayne
12600,Hispanic,25,618.3200000000001,Wayne
12701,Hispanic,25,632.3371052631579,Cincinnati
12701,Hispanic,50,659.8273969712016,Cincinnati
12701,Black,50,604.9564980137325,Cincinnati
12701,Pooled,25,630.411464100536,Cincinnati
12701,White,50,678.2996688241899,Cincinnati
12701,AIAN,75,670.7467741935484,Cincinnati
12701,Black,-9,593.8061752988048,Cincinnati
12701,AIAN,25,608.9258064516129,Cincinnati
12701,Black,75,628.5413098236776,Cincinnati
12701,White,25,641.5284420289855,Cincinnati
12701,Asian,75,746.9408602150538,Cincinnati
12701,Asian,25,731.200925925926,Cincinnati
12701,White,-9,688.2508877694277,Cincinnati
12701,Asian,50,739.0708930704899,Cincinnati
12701,Hispanic,-9,661.3318407960199,Cincinnati
12701,Asian,-9,741.158843537415,Cincinnati
12701,AIAN,50,639.8362903225807,Cincinnati
12701,Pooled,-9,678.1488548663713,Cincinnati
12701,Black,25,581.3716862037872,Cincinnati
12701,AIAN,-9,639.8362903225807,Cincinnati
12701,Hispanic,75,687.3176886792453,Cincinnati
12701,White,75,715.0708956193943,Cincinnati
12701,Pooled,75,710.8542416761996,Cincinnati
12701,Pooled,50,670.6328528883678,Cincinnati
12702,Black,-9,606.0678571428572,Maysville
12702,White,75,696.9114583333334,Maysville
12702,Hispanic,75,678.6,Maysville
12702,White,-9,656.0457364341086,Maysville
12702,Black,50,611.4205882352942,Maysville
12702,Pooled,-9,653.4346014492753,Maysville
12702,Black,25,586.4411764705883,Maysville
12702,Pooled,50,661.4160869565217,Maysville
12702,Hispanic,-9,650.8,Maysville
12702,Pooled,75,693.3420289855072,Maysville
12702,Pooled,25,629.4901449275362,Maysville
12702,White,50,664.3702353395062,Maysville
12702,Hispanic,25,623,Maysville
12702,White,25,631.829012345679,Maysville
12702,Hispanic,50,650.8,Maysville
12702,Black,75,636.4,Maysville
12800,Hispanic,75,683.2,Washington
12800,Asian,75,714.1,Washington
12800,White,25,646.4374285714285,Washington
12800,Black,50,607.375,Washington
12800,Asian,50,708.95,Washington
12800,Black,-9,607.375,Washington
12800,White,50,679.2081879699248,Washington
12800,White,-9,685.1019332161687,Washington
12800,White,75,711.978947368421,Washington
12800,Asian,25,703.8,Washington
12800,Pooled,50,678.5359848524324,Washington
12800,Pooled,-9,684.1087127599775,Washington
12800,Pooled,25,646.2432065217391,Washington
12800,Hispanic,-9,662.48,Washington
12800,Black,75,631.85,Washington
12800,Black,25,582.9,Washington
12800,Pooled,75,710.8287631831256,Washington
12800,Hispanic,25,641.76,Washington
12800,Hispanic,50,662.48,Washington
12800,Asian,-9,708.95,Washington
12901,Hispanic,25,633.1413333333334,Lexington-Fayette
12901,Hispanic,50,659.9661212121212,Lexington-Fayette
12901,Asian,75,747.5714285714286,Lexington-Fayette
12901,AIAN,-9,627.15,Lexington-Fayette
12901,Pooled,75,701.1073229461756,Lexington-Fayette
12901,White,25,633.6502694073039,Lexington-Fayette
12901,Black,75,630.8189041095891,Lexington-Fayette
12901,Hispanic,75,686.7909090909091,Lexington-Fayette
12901,Pooled,50,664.2920371654957,Lexington-Fayette
12901,White,-9,673.6677275898152,Lexington-Fayette
12901,Pooled,-9,666.8639187755721,Lexington-Fayette
12901,AIAN,75,656.3,Lexington-Fayette
12901,Pooled,25,627.4767513848159,Lexington-Fayette
12901,Asian,-9,738.9480519480519,Lexington-Fayette
12901,Black,-9,599.5215179968701,Lexington-Fayette
12901,Black,25,587.0094194961665,Lexington-Fayette
12901,Black,50,608.9141618028777,Lexington-Fayette
12901,AIAN,25,598,Lexington-Fayette
12901,White,50,669.1869126190925,Lexington-Fayette
12901,AIAN,50,627.15,Lexington-Fayette
12901,White,75,704.7235558308812,Lexington-Fayette
12901,Asian,25,723.8571428571429,Lexington-Fayette
12901,Asian,50,735.7142857142858,Lexington-Fayette
12901,Hispanic,-9,658.2539007092198,Lexington-Fayette
12902,White,50,659.8036340486826,Mount Sterling
12902,Hispanic,25,623,Mount Sterling
12902,Hispanic,-9,636.05,Mount Sterling
12902,Pooled,-9,648.2956692913385,Mount Sterling
12902,White,-9,650.2135854341736,Mount Sterling
12902,Pooled,50,656.764843127768,Mount Sterling
12902,Black,25,594.1,Mount Sterling
12902,Pooled,25,625.7383505154639,Mount Sterling
12902,Hispanic,75,649.1,Mount Sterling
12902,Pooled,75,687.7913357400722,Mount Sterling
12902,Black,50,611.625,Mount Sterling
12902,Black,-9,611.625,Mount Sterling
12902,White,75,692.7233201581028,Mount Sterling
12902,White,25,626.8839479392625,Mount Sterling
12902,Hispanic,50,636.05,Mount Sterling
12902,Black,75,629.15,Mount Sterling
12903,Pooled,25,629.2956204379562,Danville
12903,White,75,703.2473945409429,Danville
12903,White,25,632.24859437751,Danville
12903,Black,75,621.447619047619,Danville
12903,Hispanic,75,659.225,Danville
12903,Black,-9,600.0196078431372,Danville
12903,Asian,75,694.7,Danville
12903,Asian,50,681.85,Danville
12903,Asian,-9,681.85,Danville
12903,Pooled,75,697.7150900900901,Danville
12903,Hispanic,50,634.85,Danville
12903,Hispanic,-9,634.85,Danville
12903,Pooled,50,663.5053552640231,Danville
12903,Asian,25,669,Danville
12903,White,-9,664.0049944506104,Danville
12903,White,50,667.7479944592264,Danville
12903,Pooled,-9,659.9188508064516,Danville
12903,Black,25,585.02,Danville
12903,Black,50,603.2338095238094,Danville
12903,Hispanic,25,610.475,Danville
13000,Asian,75,706.8684210526316,Elizabethtown
13000,White,25,643.0664591439689,Elizabethtown
13000,White,75,705.7050176056338,Elizabethtown
13000,Asian,-9,701.6513513513513,Elizabethtown
13000,Pooled,-9,664.0528727997344,Elizabethtown
13000,Black,-9,610.4301837270341,Elizabethtown
13000,AIAN,25,614.4,Elizabethtown
13000,Hispanic,75,684.484126984127,Elizabethtown
13000,Pooled,25,636.4553948161544,Elizabethtown
13000,White,-9,672.4581990912845,Elizabethtown
13000,Hispanic,25,642.3741935483871,Elizabethtown
13000,Black,75,636.6777777777778,Elizabethtown
13000,Pooled,75,697.9169378698225,Elizabethtown
13000,Black,25,597.4607843137255,Elizabethtown
13000,Black,50,617.0692810457517,Elizabethtown
13000,Hispanic,-9,659.3801282051282,Elizabethtown
13000,Asian,25,696.1444444444444,Elizabethtown
13000,AIAN,50,627.7249999999999,Elizabethtown
13000,AIAN,-9,627.725,Elizabethtown
13000,Hispanic,50,663.429160266257,Elizabethtown
13000,White,50,674.3857383748013,Elizabethtown
13000,Asian,50,701.5064327485379,Elizabethtown
13000,AIAN,75,641.05,Elizabethtown
13000,Pooled,50,667.1861663429884,Elizabethtown
13101,AIAN,-9,633.3710526315789,Louisville
13101,White,25,640.937747077577,Louisville
13101,Hispanic,75,681.72,Louisville
13101,Asian,-9,721.3854938271605,Louisville
13101,AIAN,50,633.371052631579,Louisville
13101,Hispanic,-9,657.067358490566,Louisville
13101,AIAN,25,612.1736842105263,Louisville
13101,Pooled,25,629.1754786278033,Louisville
13101,Asian,75,727.740251572327,Louisville
13101,AIAN,75,654.5684210526316,Louisville
13101,Pooled,-9,669.7884810743111,Louisville
13101,Hispanic,25,638.8809836065574,Louisville
13101,Asian,50,721.5010348770726,Louisville
13101,Asian,25,715.2618181818182,Louisville
13101,Pooled,75,702.3792249325892,Louisville
13101,Black,-9,595.129842519685,Louisville
13101,White,-9,681.338301949675,Louisville
13101,Black,75,626.4766917293233,Louisville
13101,White,75,707.3879950664657,Louisville
13101,Black,50,605.7348550692466,Louisville
13101,White,50,674.1628710720213,Louisville
13101,Black,25,584.9930184091697,Louisville
13101,Hispanic,50,660.3004918032786,Louisville
13101,Pooled,50,665.7773517801962,Louisville
13102,Pooled,-9,662.4085616438356,Madison
13102,Pooled,75,699.6349823321555,Madison
13102,White,50,664.9334884916716,Madison
13102,Hispanic,75,692.0333333333333,Madison
13102,White,-9,663.7202205882353,Madison
13102,White,75,701.6011406844107,Madison
13102,Pooled,50,663.521643989998,Madison
13102,Black,75,646.4,Madison
13102,Pooled,25,627.4083056478405,Madison
13102,Hispanic,-9,665.9166666666666,Madison
13102,Black,25,578.7,Madison
13102,White,25,628.2658362989324,Madison
13102,Black,50,612.55,Madison
13102,Black,-9,612.55,Madison
13102,Hispanic,25,639.8,Madison
13102,Hispanic,50,665.9166666666666,Madison
13103,Hispanic,-9,647.8666666666667,Bardstown
13103,Hispanic,50,647.8666666666667,Bardstown
13103,White,75,721.7372928176795,Bardstown
13103,White,25,661.6869565217391,Bardstown
13103,Black,25,590.8200000000001,Bardstown
13103,Pooled,25,654.5755959137344,Bardstown
13103,White,50,691.7121246697093,Bardstown
13103,Pooled,-9,683.2880695443645,Bardstown
13103,Pooled,50,685.0027916036271,Bardstown
13103,Hispanic,75,673.6333333333333,Bardstown
13103,Hispanic,25,622.1,Bardstown
13103,Pooled,75,715.4299872935197,Bardstown
13103,Black,75,624.0615384615385,Bardstown
13103,Black,-9,602.1921052631579,Bardstown
13103,Black,50,607.4407692307693,Bardstown
13103,White,-9,690.5557768924302,Bardstown
13200,Black,25,589.5804878048781,Owensboro
13200,Black,75,640.8980392156863,Owensboro
13200,Asian,50,711.6,Owensboro
13200,Asian,-9,711.6,Owensboro
13200,Pooled,75,709.735744480977,Owensboro
13200,White,-9,676.9032705649157,Owensboro
13200,White,75,711.482005899705,Owensboro
13200,Asian,25,702.1,Owensboro
13200,Hispanic,25,626.8222222222222,Owensboro
13200,Pooled,25,638.7865375749193,Owensboro
13200,Pooled,50,674.2611410279482,Owensboro
13200,White,25,641.7718281718281,Owensboro
13200,Black,-9,604.6218390804597,Owensboro
13200,Asian,75,721.1,Owensboro
13200,Black,50,615.2392635102822,Owensboro
13200,Pooled,-9,673.9309911586785,Owensboro
13200,Hispanic,50,666.4444444444445,Owensboro
13200,Hispanic,75,706.0666666666667,Owensboro
13200,White,50,676.6269170357666,Owensboro
13200,Hispanic,-9,666.4444444444445,Owensboro
13300,Asian,75,718.92,Findlay
13300,White,-9,692.6362928348909,Findlay
13300,Hispanic,75,672.9875,Findlay
13300,Pooled,-9,687.8860254596889,Findlay
13300,Asian,50,705.3199999999999,Findlay
13300,Hispanic,25,626.2173553719008,Findlay
13300,White,25,654.6921985815603,Findlay
13300,AIAN,25,602.35,Findlay
13300,Black,50,606.3947542186354,Findlay
13300,Black,-9,600.8052631578947,Findlay
13300,Asian,-9,705.3200000000001,Findlay
13300,Black,75,629.994827586207,Findlay
13300,Black,25,582.7946808510638,Findlay
13300,AIAN,75,674.3,Findlay
13300,Hispanic,-9,643.6652849740933,Findlay
13300,Asian,25,691.72,Findlay
13300,Pooled,25,650.6431195516813,Findlay
13300,White,75,722.3591666666666,Findlay
13300,AIAN,-9,638.325,Findlay
13300,Pooled,50,684.767969832865,Findlay
13300,Pooled,75,718.8928201140487,Findlay
13300,AIAN,50,638.325,Findlay
13300,White,50,688.5256826241134,Findlay
13300,Hispanic,50,649.6024276859504,Findlay
13400,White,75,734.3625592417062,Lima
13400,Hispanic,25,629.2265306122449,Lima
13400,AIAN,75,656.2,Lima
13400,Hispanic,50,654.2070153061225,Lima
13400,Pooled,-9,700.3246314184037,Lima
13400,Pooled,50,695.6592035563253,Lima
13400,Hispanic,-9,648.9641975308642,Lima
13400,Black,50,606.9932330827069,Lima
13400,White,50,702.2424282695017,Lima
13400,Asian,25,715.0769230769231,Lima
13400,Black,75,628.5285714285715,Lima
13400,Pooled,75,729.7740608228982,Lima
13400,AIAN,-9,628.55,Lima
13400,Asian,-9,723.473076923077,Lima
13400,Pooled,25,661.5443462897526,Lima
13400,AIAN,50,628.55,Lima
13400,White,-9,707.8791086350975,Lima
13400,White,25,670.1222972972973,Lima
13400,Black,-9,599.9401746724892,Lima
13400,Asian,75,731.8692307692307,Lima
13400,Asian,50,723.4730769230769,Lima
13400,Hispanic,75,679.1875,Lima
13400,Black,25,585.4578947368421,Lima
13400,AIAN,25,600.9,Lima
13501,Asian,25,717.0482456140351,Toledo
13501,White,25,652.5607299270073,Toledo
13501,AIAN,-9,624.8328571428572,Toledo
13501,Black,-9,591.390590405904,Toledo
13501,Hispanic,25,620.8381766381766,Toledo
13501,AIAN,50,624.8328571428572,Toledo
13501,AIAN,75,651.9314285714286,Toledo
13501,Asian,-9,726.961231884058,Toledo
13501,Black,25,580.883729903537,Toledo
13501,Hispanic,75,666.2442446043166,Toledo
13501,White,75,713.2176997759522,Toledo
13501,Pooled,25,638.7000648228176,Toledo
13501,Pooled,50,673.1380779522058,Toledo
13501,Pooled,75,707.576091081594,Toledo
13501,Black,75,618.0433931484503,Toledo
13501,AIAN,25,597.7342857142858,Toledo
13501,Asian,50,725.4926413255361,Toledo
13501,Hispanic,-9,640.906359300477,Toledo
