par_cz,kid_race,par_pctile,shrunk_xkid_delinq90_02020,cz_name
26701,Asian,75,.22045,Bemidji
26701,Asian,-9,.256875,Bemidji
26701,White,25,.3357375,Bemidji
26701,AIAN,25,.6227419889502762,Bemidji
26701,Pooled,50,.3000904805473528,Bemidji
26701,White,50,.2611482089178356,Bemidji
26701,Black,-9,.5416666666666666,Bemidji
26701,Black,25,.5623666666666666,Bemidji
26701,AIAN,-9,.5949323529411765,Bemidji
26701,Black,50,.5416666666666666,Bemidji
26701,Asian,50,.256875,Bemidji
26701,White,-9,.2649096098953377,Bemidji
26701,Hispanic,50,.45594,Bemidji
26701,Pooled,25,.3822769963369963,Bemidji
26701,AIAN,50,.5646832751768924,Bemidji
26701,Asian,25,.2933,Bemidji
26701,Pooled,-9,.3076516399999999,Bemidji
26701,Hispanic,75,.40568,Bemidji
26701,Hispanic,-9,.4559400000000001,Bemidji
26702,Pooled,75,.2098641558441558,Grafton
26702,AIAN,-9,.6859249999999999,Grafton
26702,Pooled,-9,.2816459349593495,Grafton
26702,AIAN,75,.6230499999999999,Grafton
26702,AIAN,50,.6859249999999999,Grafton
26702,AIAN,25,.7488,Grafton
26702,White,25,.3188262820512821,Grafton
26702,White,-9,.2443195121951219,Grafton
26702,Hispanic,75,.401164,Grafton
26702,Pooled,25,.3599348441926346,Grafton
26702,Hispanic,25,.624096,Grafton
26702,Pooled,50,.2848995000183951,Grafton
26702,White,50,.2477849433512224,Grafton
26702,White,75,.1767436046511628,Grafton
26702,Hispanic,50,.5126299999999999,Grafton
26702,Hispanic,-9,.51263,Grafton
26703,AIAN,75,.7485000000000001,Thief River Falls
26703,Hispanic,75,.16449,Thief River Falls
26703,White,75,.197073544973545,Thief River Falls
26703,AIAN,-9,.7784000000000001,Thief River Falls
26703,Hispanic,50,.350895,Thief River Falls
26703,Pooled,75,.2056957073170732,Thief River Falls
26703,White,-9,.245371978021978,Thief River Falls
26703,Pooled,25,.3164465968586387,Thief River Falls
26703,White,25,.2975342857142857,Thief River Falls
26703,Asian,50,.1815,Thief River Falls
26703,AIAN,50,.7784,Thief River Falls
26703,Hispanic,25,.5373,Thief River Falls
26703,Asian,-9,.1815,Thief River Falls
26703,Asian,75,.1527,Thief River Falls
26703,AIAN,25,.8083,Thief River Falls
26703,Pooled,-9,.2591134343434343,Thief River Falls
26703,Pooled,50,.261071152087856,Thief River Falls
26703,Asian,25,.2103,Thief River Falls
26703,White,50,.2473039153439153,Thief River Falls
26703,Hispanic,-9,.350895,Thief River Falls
26704,White,75,.2149711111111111,Grand Forks
26704,White,-9,.2762062421185372,Grand Forks
26704,AIAN,25,.7141363636363637,Grand Forks
26704,Asian,-9,.299625,Grand Forks
26704,White,25,.3779223154362415,Grand Forks
26704,Asian,75,.2418,Grand Forks
26704,AIAN,75,.5953454545454545,Grand Forks
26704,Hispanic,-9,.530964705882353,Grand Forks
26704,Pooled,25,.4132253037884202,Grand Forks
26704,Hispanic,75,.3822571428571429,Grand Forks
26704,Pooled,75,.2277110423607806,Grand Forks
26704,Black,-9,.6004216666666666,Grand Forks
26704,Asian,25,.35745,Grand Forks
26704,Hispanic,25,.6040140350877193,Grand Forks
26704,White,50,.2964467132736763,Grand Forks
26704,Black,25,.6551515151515152,Grand Forks
26704,Black,75,.5335296296296296,Grand Forks
26704,Black,50,.5943405723905724,Grand Forks
26704,Pooled,-9,.3018637428571428,Grand Forks
26704,AIAN,-9,.674539393939394,Grand Forks
26704,AIAN,50,.6547409090909091,Grand Forks
26704,Pooled,50,.3204681730746004,Grand Forks
26704,Asian,50,.299625,Grand Forks
26704,Hispanic,50,.4931355889724311,Grand Forks
26801,AIAN,50,.590538519764508,Fargo
26801,Black,25,.601676923076923,Fargo
26801,Asian,25,.2820809523809524,Fargo
26801,Pooled,50,.2800560812182881,Fargo
26801,Pooled,75,.1995870380584666,Fargo
26801,Hispanic,-9,.5062366336633664,Fargo
26801,Black,75,.4166,Fargo
26801,White,-9,.2406599924156238,Fargo
26801,Asian,75,.1969739130434783,Fargo
26801,Pooled,-9,.2569833392476934,Fargo
26801,Pooled,25,.3605251243781095,Fargo
26801,White,75,.1933576746849943,Fargo
26801,Asian,-9,.2375931818181818,Fargo
26801,Hispanic,25,.5793985714285713,Fargo
26801,AIAN,-9,.6061114285714286,Fargo
26801,AIAN,25,.681380487804878,Fargo
26801,AIAN,75,.499696551724138,Fargo
26801,White,50,.263355548902542,Fargo
26801,Hispanic,50,.4602154147465437,Fargo
26801,Asian,50,.2395274327122153,Fargo
26801,Black,-9,.5212086956521739,Fargo
26801,Hispanic,75,.3410322580645161,Fargo
26801,White,25,.3333534231200898,Fargo
26801,Black,50,.5091384615384615,Fargo
