par_cz,kid_race,par_pctile,shrunk_income_resid_2020,cz_name
21900,Hispanic,25,.0573925825242719,Marshalltown
21900,AIAN,25,.1701,Marshalltown
21900,Asian,25,-.1125225,Marshalltown
21900,Asian,50,-.09844875,Marshalltown
21900,White,50,-.0477152776061776,Marshalltown
21900,Hispanic,50,-.015812489225669,Marshalltown
21900,AIAN,75,.0696355555555556,Marshalltown
21900,Pooled,-9,-.0542325813193991,Marshalltown
21900,Asian,75,-.084375,Marshalltown
21900,AIAN,50,.1198677777777778,Marshalltown
21900,Pooled,50,-.0425306986434641,Marshalltown
22001,Black,25,.2255,Waterloo
22001,Pooled,25,-.0008865336463224,Waterloo
22001,Hispanic,25,.081084,Waterloo
22001,Black,75,.1945,Waterloo
22001,White,75,-.1144168900804289,Waterloo
22001,Black,50,.21,Waterloo
22001,AIAN,-9,.095065,Waterloo
22001,White,50,-.0707135410182766,Waterloo
22001,Pooled,50,-.0538610457329931,Waterloo
22001,Hispanic,75,-.0047835294117647,Waterloo
22001,Asian,-9,-.1180169565217391,Waterloo
22001,AIAN,50,.095065,Waterloo
22001,AIAN,25,.2393,Waterloo
22001,Black,-9,.2186558441558442,Waterloo
22001,AIAN,75,-.04917,Waterloo
22001,Hispanic,-9,.0416313513513513,Waterloo
22001,White,-9,-.0821009293680297,Waterloo
22001,White,25,-.0270101919561243,Waterloo
22001,Asian,75,-.0993992307692308,Waterloo
22001,Pooled,75,-.1068355578196638,Waterloo
22001,Asian,50,-.1208096153846154,Waterloo
22001,Hispanic,50,.0381502352941176,Waterloo
22001,Asian,25,-.14222,Waterloo
22001,Pooled,-9,-.0650574483184202,Waterloo
22002,Hispanic,75,-.11901,Iowa Falls
22002,White,50,-.0907183939562103,Iowa Falls
22002,White,25,-.0544155614973262,Iowa Falls
22002,White,-9,-.092993007518797,Iowa Falls
22002,Pooled,-9,-.0897704337349397,Iowa Falls
22002,Pooled,25,-.0480725641025641,Iowa Falls
22002,Pooled,75,-.1267299090909091,Iowa Falls
22002,Hispanic,50,-.0094075,Iowa Falls
22002,White,75,-.1270212264150943,Iowa Falls
22002,Hispanic,-9,-.0094075,Iowa Falls
22002,Hispanic,25,.100195,Iowa Falls
22002,Pooled,50,-.0874012365967366,Iowa Falls
22100,AIAN,50,-.08209,Iowa City
22100,Hispanic,25,.115669955801105,Iowa City
22100,Asian,25,-.1490368421052632,Iowa City
22100,AIAN,75,-.1964,Iowa City
22100,Pooled,-9,-.0739447037914692,Iowa City
22100,Asian,50,-.1437345321637427,Iowa City
