par_cz,kid_race,par_pctile,shrunk_xkid_mtabalance2020,cz_name
11202,White,25,25356.12244897959,Welch
11202,Black,-9,28112.35294117647,Welch
11202,Black,25,20430.88888888889,Welch
11202,Pooled,25,25020.19963702359,Welch
11202,Black,50,31786.09661835749,Welch
11202,White,-9,34043.12,Welch
11202,Hispanic,25,27640,Welch
11202,Pooled,75,50184.64882943144,Welch
11202,Black,75,43141.30434782609,Welch
11202,White,50,37885.44583987442,Welch
11202,Hispanic,-9,42105,Welch
11202,Hispanic,50,42105,Welch
11203,White,50,49024.21104392393,Big Stone Gap
11203,Asian,25,19090,Big Stone Gap
11203,Black,75,42620,Big Stone Gap
11203,White,75,69474.78813559322,Big Stone Gap
11203,Black,50,32080,Big Stone Gap
11203,Pooled,25,28598.45386533666,Big Stone Gap
11203,Pooled,75,69808.5,Big Stone Gap
11203,Asian,75,144000,Big Stone Gap
11203,Black,25,21540,Big Stone Gap
11203,White,25,28573.63395225464,Big Stone Gap
11203,Hispanic,-9,64225,Big Stone Gap
11203,Black,-9,32080,Big Stone Gap
11203,Asian,50,81545,Big Stone Gap
11203,White,-9,44320.24469820555,Big Stone Gap
11203,Asian,-9,81545,Big Stone Gap
11203,Hispanic,75,83340,Big Stone Gap
11203,Pooled,-9,44808.15431164901,Big Stone Gap
11203,Pooled,50,49203.47693266833,Big Stone Gap
11203,Hispanic,25,45110,Big Stone Gap
11203,Hispanic,50,64225,Big Stone Gap
11301,AIAN,25,43542.5,Fredericksburg
11301,Black,25,43373.87622149837,Fredericksburg
11301,Black,-9,56383.20895522388,Fredericksburg
11301,Asian,-9,134464.0677966102,Fredericksburg
11301,Asian,75,146706.1538461538,Fredericksburg
11301,Hispanic,50,92042.33044148833,Fredericksburg
11301,White,50,92665.15537673491,Fredericksburg
11301,Asian,50,133078.1712626996,Fredericksburg
11301,Hispanic,25,75466.91729323308,Fredericksburg
11301,Hispanic,75,108617.7435897436,Fredericksburg
11301,White,75,115483.1303472572,Fredericksburg
11301,AIAN,75,83315,Fredericksburg
11301,White,-9,101957.1777620397,Fredericksburg
11301,Black,75,73823.66812227074,Fredericksburg
11301,White,25,69847.18040621266,Fredericksburg
11301,Asian,25,119450.1886792453,Fredericksburg
11301,Black,50,58598.77217188456,Fredericksburg
11301,AIAN,-9,63428.75,Fredericksburg
11301,Hispanic,-9,95175.48780487805,Fredericksburg
11301,Pooled,75,111372.4894157494,Fredericksburg
11301,Pooled,25,64372.33040702315,Fredericksburg
11301,AIAN,50,63428.75,Fredericksburg
11301,Pooled,50,87872.40991138626,Fredericksburg
11301,Pooled,-9,95081.70124481327,Fredericksburg
11302,Asian,50,163721.0540885836,Baltimore
11302,Hispanic,25,63676.35974304069,Baltimore
11302,White,75,133779.4135995009,Baltimore
11302,Black,-9,37950.42704626334,Baltimore
11302,White,50,105774.037053792,Baltimore
11302,Asian,75,173601.7029328287,Baltimore
11302,Asian,25,153840.4052443385,Baltimore
11302,Hispanic,50,86345.37987152034,Baltimore
11302,Asian,-9,164857.1202531646,Baltimore
11302,Hispanic,-9,87118.98655635987,Baltimore
11302,Pooled,25,55676.96353583426,Baltimore
11302,Black,75,62265.51979282279,Baltimore
11302,Pooled,75,124384.2567431054,Baltimore
11302,White,-9,117628.9211986681,Baltimore
11302,Black,25,28357.12742665304,Baltimore
11302,AIAN,25,33466.93693693694,Baltimore
11302,White,25,77768.66050808314,Baltimore
11302,AIAN,75,96331.91780821918,Baltimore
11302,AIAN,-9,58407.9347826087,Baltimore
11302,Black,50,45311.32360973791,Baltimore
11302,Pooled,-9,95583.87519802852,Baltimore
11302,Pooled,50,90030.61013946982,Baltimore
11302,AIAN,50,64899.42737257806,Baltimore
11302,Hispanic,75,109014.4,Baltimore
11303,Black,75,63985.77464788732,Colonial Beach
11303,Pooled,50,72093.38824872558,Colonial Beach
11303,Hispanic,-9,67236,Colonial Beach
11303,Pooled,25,48032.42990654206,Colonial Beach
11303,Hispanic,25,51350,Colonial Beach
11303,Pooled,-9,69748.98717948717,Colonial Beach
11303,Black,-9,43072.33333333334,Colonial Beach
11303,White,-9,84104.28260869565,Colonial Beach
11303,White,50,82914.36603573391,Colonial Beach
11303,White,75,107794.4398340249,Colonial Beach
11303,White,25,58034.29223744293,Colonial Beach
11303,Black,50,49135.9938328194,Colonial Beach
11303,Black,25,34286.21301775148,Colonial Beach
11303,Hispanic,75,83122,Colonial Beach
11303,Pooled,75,96154.34659090909,Colonial Beach
11303,Hispanic,50,67236,Colonial Beach
11304,Black,25,49017.88401541567,Washington DC
11304,White,50,124478.587240147,Washington DC
11304,Asian,25,179685.6089148315,Washington DC
11304,Asian,-9,190600.3153037683,Washington DC
11304,White,-9,139155.9561110304,Washington DC
11304,Pooled,50,110538.2855459651,Washington DC
11304,White,25,99048.0148474017,Washington DC
11304,Hispanic,50,114592.0122861625,Washington DC
11304,AIAN,-9,73043.86842105263,Washington DC
11304,Black,75,80832.05542725173,Washington DC
11304,Pooled,75,138812.1194980821,Washington DC
11304,Asian,75,200800.5454996281,Washington DC
11304,AIAN,25,48290.05882352941,Washington DC
11304,Hispanic,25,98992.49508288845,Washington DC
11304,AIAN,75,93082.66666666667,Washington DC
11304,AIAN,50,70686.36274509804,Washington DC
11304,Black,-9,61382.32806013688,Washington DC
11304,Hispanic,-9,111148.9358600583,Washington DC
11304,Black,50,64924.96972133371,Washington DC
11304,Pooled,25,82264.45159384824,Washington DC
11304,Asian,50,190243.0772072298,Washington DC
11304,White,75,149909.1596328923,Washington DC
11304,Hispanic,75,130191.5294894366,Washington DC
11304,Pooled,-9,117249.0734156034,Washington DC
11401,AIAN,-9,47297.36111111111,Marquette
11401,Asian,25,77760,Marquette
11401,Hispanic,25,41152.5,Marquette
11401,AIAN,25,33050.83333333334,Marquette
11401,Pooled,50,70620.79111769343,Marquette
11401,Pooled,-9,74714.74604221636,Marquette
11401,Black,25,47475,Marquette
11401,Pooled,25,51103.69782971619,Marquette
11401,White,-9,75927.52118644067,Marquette
11401,Asian,50,91682.5,Marquette
11401,Black,75,60365,Marquette
11401,Pooled,75,90137.88440567066,Marquette
11401,Black,50,53920,Marquette
11401,Asian,75,105605,Marquette
11401,Asian,-9,91682.5,Marquette
11401,Black,-9,53920,Marquette
11401,White,25,51650.05464480874,Marquette
11401,AIAN,75,61543.88888888889,Marquette
11401,Hispanic,-9,53807.5,Marquette
11401,White,75,91300.44982698961,Marquette
11401,Hispanic,75,66462.5,Marquette
11401,White,50,71475.25223589918,Marquette
11401,Hispanic,50,53807.5,Marquette
11401,AIAN,50,47297.36111111111,Marquette
11402,Pooled,-9,74081.76369636964,Marinette
11402,White,-9,75262.59337561663,Marinette
11402,White,25,53016.8515497553,Marinette
11402,Pooled,50,71591.53741049506,Marinette
11402,Asian,75,110100,Marinette
11402,Hispanic,25,42486.66666666666,Marinette
11402,Hispanic,-9,52185,Marinette
11402,AIAN,-9,36272.875,Marinette
11402,White,50,72599.17639522505,Marinette
11402,Black,50,59390,Marinette
11402,Asian,25,62636.66666666666,Marinette
11402,White,75,92181.50124069479,Marinette
11402,Pooled,25,52043.90620272315,Marinette
11402,Black,75,90440,Marinette
11402,Hispanic,75,61883.33333333334,Marinette
11402,AIAN,25,25843.25,Marinette
11402,Black,-9,59390,Marinette
11402,AIAN,75,46702.5,Marinette
11402,Pooled,75,91139.16861826698,Marinette
11402,Black,25,28340,Marinette
11402,Asian,-9,86368.33333333333,Marinette
11402,Asian,50,86368.33333333333,Marinette
11402,Hispanic,50,52185,Marinette
11402,AIAN,50,36272.875,Marinette
11403,Hispanic,-9,52800,Sault Ste. Marie
11403,Hispanic,25,45430,Sault Ste. Marie
11403,White,-9,65262.40566037736,Sault Ste. Marie
11403,Hispanic,50,52800,Sault Ste. Marie
11403,AIAN,25,22173.78151260504,Sault Ste. Marie
11403,AIAN,50,42931.57329598506,Sault Ste. Marie
11403,Black,-9,48905,Sault Ste. Marie
11403,AIAN,75,63689.36507936508,Sault Ste. Marie
11403,White,50,65531.48214087014,Sault Ste. Marie
11403,Asian,-9,94175,Sault Ste. Marie
11403,Asian,75,125400,Sault Ste. Marie
11403,White,75,84546.22009569377,Sault Ste. Marie
11403,Hispanic,75,60170,Sault Ste. Marie
11403,Asian,50,94175,Sault Ste. Marie
11403,AIAN,-9,36544.56043956044,Sault Ste. Marie
11403,Black,50,48905,Sault Ste. Marie
11403,Black,25,34155,Sault Ste. Marie
11403,White,25,46516.74418604651,Sault Ste. Marie
11403,Pooled,50,61226.02234550193,Sault Ste. Marie
11403,Pooled,75,80942.3629489603,Sault Ste. Marie
11403,Pooled,-9,60035.33747779751,Sault Ste. Marie
11403,Pooled,25,41509.68174204355,Sault Ste. Marie
11403,Black,75,63655,Sault Ste. Marie
11403,Asian,25,62950,Sault Ste. Marie
11500,Black,75,37398.18181818182,Jackson
11500,AIAN,50,39760,Jackson
11500,Asian,75,119522.2222222222,Jackson
11500,Black,50,28571.76332288401,Jackson
11500,AIAN,75,58530,Jackson
11500,AIAN,-9,39760,Jackson
11500,White,25,40967.26666666667,Jackson
11500,Hispanic,75,56696.31578947369,Jackson
11500,Asian,50,110903.3333333333,Jackson
11500,Pooled,25,39377.09714285714,Jackson
11500,AIAN,25,20990,Jackson
11500,Black,-9,24599.875,Jackson
11500,Pooled,75,78176.70553359683,Jackson
11500,Black,25,19745.34482758621,Jackson
11500,White,50,60268.49649122807,Jackson
11500,Hispanic,-9,43213.27319587629,Jackson
11500,Asian,25,102284.4444444444,Jackson
11500,Asian,-9,110903.3333333333,Jackson
11500,Pooled,-9,62312.37967289719,Jackson
11500,White,-9,64626.83870967742,Jackson
11500,Pooled,50,58776.90133822699,Jackson
11500,White,75,79569.72631578948,Jackson
11500,Hispanic,25,32588.38709677419,Jackson
11500,Hispanic,50,44642.35144312394,Jackson
11600,Hispanic,25,32129.12162162162,Detroit
11600,Pooled,-9,68452.46485928982,Detroit
11600,Pooled,75,85019.25078909945,Detroit
11600,Hispanic,75,67154.04145077721,Detroit
11600,AIAN,75,52164.20168067227,Detroit
11600,White,75,90275.54114917429,Detroit
11600,AIAN,50,38817.61009959539,Detroit
11600,Black,25,15810.17647058824,Detroit
11600,Black,75,32663.86074485311,Detroit
11600,AIAN,25,25471.01851851852,Detroit
11600,Asian,25,110204.1690682037,Detroit
11600,Hispanic,-9,50615.38286235187,Detroit
11600,Pooled,25,39357.90696257792,Detroit
11600,White,50,70567.43906399247,Detroit
11600,Asian,-9,131704.1410842586,Detroit
11600,Black,50,24237.01860772067,Detroit
11600,White,-9,79026.94918560422,Detroit
11600,AIAN,-9,39464.36123348017,Detroit
11600,Pooled,50,62188.57887583868,Detroit
11600,White,25,50859.33697881066,Detroit
11600,Black,-9,21568.37429858532,Detroit
11600,Hispanic,50,49641.58153619942,Detroit
11600,Asian,50,126491.3819116377,Detroit
11600,Asian,75,142778.5947550717,Detroit
11700,Asian,25,94168.64661654136,Lansing
11700,Pooled,75,85442.80096032926,Lansing
11700,Pooled,25,43622.52049611099,Lansing
11700,Hispanic,50,44772.12757731959,Lansing
11700,Black,25,23040.11904761905,Lansing
11700,Black,-9,29807.42286751361,Lansing
11700,Hispanic,75,58683.50515463918,Lansing
11700,White,75,88704.65806451613,Lansing
11700,Asian,-9,108879.3884892086,Lansing
11700,Black,50,31711.71068660022,Lansing
11700,Hispanic,-9,44560.27918781726,Lansing
11700,Asian,50,108270.6681358569,Lansing
11700,Pooled,-9,70710.93824052133,Lansing
11700,White,25,47226.59090909091,Lansing
11700,AIAN,-9,44728.18181818182,Lansing
11700,White,-9,75749.6628216504,Lansing
11700,Hispanic,25,30860.75,Lansing
11700,White,50,67965.62448680351,Lansing
11700,AIAN,50,44261.02941176471,Lansing
11700,AIAN,75,59677.05882352941,Lansing
11700,AIAN,25,28845,Lansing
11700,Black,75,40383.3023255814,Lansing
11700,Pooled,50,64532.66072822013,Lansing
11700,Asian,75,122372.6896551724,Lansing
11800,AIAN,50,25611.43417611159,Mount Pleasant
11800,Black,50,33739,Mount Pleasant
11800,Pooled,50,62728.43686639914,Mount Pleasant
11800,White,25,42152.92682926829,Mount Pleasant
11800,Hispanic,75,47787.02127659575,Mount Pleasant
11800,White,-9,64216.65671641791,Mount Pleasant
11800,AIAN,-9,26348.38235294117,Mount Pleasant
11800,Black,75,47242.4,Mount Pleasant
11800,Black,-9,33739,Mount Pleasant
11800,Pooled,-9,63034.88986784141,Mount Pleasant
11800,Black,25,20235.6,Mount Pleasant
11800,Hispanic,50,40743.72802960222,Mount Pleasant
11800,Pooled,25,42116.63499161543,Mount Pleasant
11800,White,75,85377.19298245614,Mount Pleasant
11800,Hispanic,-9,39407.93103448276,Mount Pleasant
11800,Hispanic,25,33700.4347826087,Mount Pleasant
11800,White,50,63765.05990586222,Mount Pleasant
11800,AIAN,75,33963.51351351351,Mount Pleasant
11800,AIAN,25,17259.35483870968,Mount Pleasant
11800,Asian,-9,120145,Mount Pleasant
11800,Pooled,75,83340.23874118285,Mount Pleasant
11800,Asian,25,118733.3333333333,Mount Pleasant
11800,Asian,50,120145,Mount Pleasant
11800,Asian,75,121556.6666666667,Mount Pleasant
11900,White,25,44486.24266144814,Saginaw
11900,Asian,75,125738.7096774193,Saginaw
11900,Hispanic,50,40786.28154825026,Saginaw
11900,Pooled,50,59754.8523130953,Saginaw
11900,Hispanic,75,54886.78048780488,Saginaw
11900,White,50,63560.90979226253,Saginaw
11900,Asian,50,107546.9738863287,Saginaw
11900,White,75,82635.57692307692,Saginaw
11900,Pooled,-9,63298.69157453298,Saginaw
11900,Asian,-9,111045.3846153846,Saginaw
11900,White,-9,68120.08190618019,Saginaw
11900,Pooled,25,40088.79367539916,Saginaw
11900,Pooled,75,79420.91095079143,Saginaw
11900,Black,25,15322.89350649351,Saginaw
11900,Black,75,31560.38461538462,Saginaw
11900,AIAN,25,33013.33333333334,Saginaw
11900,Black,-9,21018.33726812816,Saginaw
11900,Hispanic,25,26685.78260869565,Saginaw
11900,Hispanic,-9,39975.90804597701,Saginaw
11900,AIAN,75,56825,Saginaw
11900,AIAN,-9,44919.16666666666,Saginaw
11900,Black,50,23441.63906093906,Saginaw
11900,AIAN,50,44919.16666666667,Saginaw
11900,Asian,25,89355.23809523809,Saginaw
12001,Black,50,31593.52941176471,Big Rapids
12001,Asian,25,77493.33333333333,Big Rapids
12001,AIAN,50,42481,Big Rapids
12001,Asian,75,116066.6666666667,Big Rapids
12001,White,50,63807.67737396879,Big Rapids
12001,Pooled,25,41604.10550458715,Big Rapids
12001,Hispanic,50,46941.66666666667,Big Rapids
12001,Pooled,50,62650.31474969954,Big Rapids
12001,AIAN,-9,42481,Big Rapids
12001,Hispanic,75,66143.80952380953,Big Rapids
12001,Black,25,15467.05882352941,Big Rapids
12001,Black,-9,31593.52941176471,Big Rapids
12001,White,25,42403.4289276808,Big Rapids
12001,Asian,50,96780,Big Rapids
12001,AIAN,25,24792,Big Rapids
12001,AIAN,75,60170,Big Rapids
12001,White,-9,62369.33466400532,Big Rapids
12001,Black,75,47720,Big Rapids
12001,Hispanic,-9,46941.66666666666,Big Rapids
12001,White,75,85211.92582025677,Big Rapids
12001,Pooled,-9,61356.54290931224,Big Rapids
12001,Asian,-9,96780,Big Rapids
12001,Hispanic,25,27739.52380952381,Big Rapids
12001,Pooled,75,83696.52399481193,Big Rapids
12002,Hispanic,25,28620.86956521739,Ludington
12002,Black,25,17870,Ludington
12002,Hispanic,50,43728.05383022774,Ludington
12002,AIAN,75,94195,Ludington
12002,Asian,25,98355,Ludington
12002,AIAN,-9,62167.5,Ludington
12002,White,-9,62537.44360902256,Ludington
12002,Black,50,40450,Ludington
12002,Asian,75,117085,Ludington
12002,White,50,62091.32126696833,Ludington
12002,Hispanic,75,58835.23809523809,Ludington
12002,Pooled,50,62072.11647892983,Ludington
12002,White,25,42313.23076923077,Ludington
12002,Pooled,25,42307.5173370319,Ludington
12002,Pooled,-9,62448.5850340136,Ludington
12002,AIAN,50,62167.5,Ludington
12002,Asian,-9,107720,Ludington
12002,Black,-9,40450,Ludington
12002,AIAN,25,30140,Ludington
12002,Hispanic,-9,43041.36363636364,Ludington
12002,Asian,50,107720,Ludington
12002,Pooled,75,81836.71562082777,Ludington
12002,Black,75,63030,Ludington
12002,White,75,81869.41176470589,Ludington
12100,Asian,25,99547.21311475409,Kalamazoo
12100,AIAN,75,51094.70588235294,Kalamazoo
12100,Pooled,-9,66619.46490218642,Kalamazoo
12100,Asian,50,116673.404537175,Kalamazoo
12100,Asian,75,133799.595959596,Kalamazoo
12100,Black,25,17632.30046948357,Kalamazoo
12100,Hispanic,50,50374.87737683665,Kalamazoo
12100,Pooled,25,39077.91383219955,Kalamazoo
12100,Pooled,50,62510.64703970766,Kalamazoo
12100,AIAN,-9,39299.70588235294,Kalamazoo
12100,Black,75,46585.16129032258,Kalamazoo
12100,White,25,42943.27313769751,Kalamazoo
12100,Hispanic,25,33046.96629213483,Kalamazoo
12100,Hispanic,-9,45827.83687943262,Kalamazoo
12100,AIAN,25,27504.70588235294,Kalamazoo
12100,White,75,87597.92553191489,Kalamazoo
12100,White,-9,71043.94142259414,Kalamazoo
12100,Asian,-9,120740.875,Kalamazoo
12100,Hispanic,75,67702.78846153847,Kalamazoo
12100,Pooled,75,85943.38024721577,Kalamazoo
12100,Black,-9,25356.38554216867,Kalamazoo
12100,AIAN,50,39299.70588235294,Kalamazoo
12100,Black,50,32108.73087990308,Kalamazoo
12100,White,50,65270.5993348062,Kalamazoo
12200,AIAN,-9,39181.47959183674,Grand Rapids
12200,White,25,49227.16037735849,Grand Rapids
12200,Hispanic,75,66107.28260869565,Grand Rapids
12200,White,-9,77171.41191301607,Grand Rapids
12200,Asian,-9,99740.05395683453,Grand Rapids
12200,Hispanic,50,50018.69225049047,Grand Rapids
12200,Pooled,75,89255.66514965867,Grand Rapids
12200,AIAN,25,28158.22429906542,Grand Rapids
12200,Pooled,25,44521.95555235903,Grand Rapids
12200,AIAN,50,40296.19080121811,Grand Rapids
12200,Hispanic,25,33930.1018922853,Grand Rapids
12200,White,75,91189.82489351633,Grand Rapids
12200,Black,50,30151.68729617592,Grand Rapids
12200,Black,75,43358.85361552028,Grand Rapids
12200,Asian,25,90849.91150442477,Grand Rapids
12200,Asian,75,105828.4545454545,Grand Rapids
12200,Black,-9,23865.46672828096,Grand Rapids
12200,Pooled,-9,72333.87011644358,Grand Rapids
12200,Black,25,16944.52097683156,Grand Rapids
12200,Pooled,50,66888.81035100885,Grand Rapids
12200,Asian,50,98339.18302493966,Grand Rapids
12200,White,50,70208.4926354374,Grand Rapids
12200,AIAN,75,52434.15730337079,Grand Rapids
12200,Hispanic,-9,45153.99052132702,Grand Rapids
12301,Asian,-9,65435,Traverse City
12301,White,75,99017.11848341233,Traverse City
12301,Black,25,34540,Traverse City
12301,Asian,75,78850,Traverse City
12301,Pooled,75,96943.75675675676,Traverse City
12301,AIAN,-9,29637,Traverse City
12301,White,-9,78536.30965005302,Traverse City
12301,Pooled,25,51439.47072072072,Traverse City
12301,AIAN,75,35864,Traverse City
12301,Hispanic,-9,56578.75,Traverse City
12301,Asian,25,52020,Traverse City
12301,AIAN,25,23410,Traverse City
12301,Black,75,58160,Traverse City
12301,White,25,52534.80144404332,Traverse City
12301,Pooled,50,74191.61373873874,Traverse City
12301,White,50,75775.95996372783,Traverse City
12301,Black,-9,46350,Traverse City
12301,Asian,50,65435,Traverse City
12301,Hispanic,75,71589.13043478261,Traverse City
12301,Pooled,-9,76719.62962962964,Traverse City
12301,Black,50,46350,Traverse City
12301,AIAN,50,29637,Traverse City
12301,Hispanic,25,42769.2,Traverse City
12301,Hispanic,50,57179.1652173913,Traverse City
12302,AIAN,50,44775.71428571429,Petoskey
12302,Black,75,69760,Petoskey
12302,Pooled,50,65337.56029080838,Petoskey
12302,White,-9,66535.94871794872,Petoskey
12302,Hispanic,75,57846.66666666666,Petoskey
12302,White,50,66226.7803030303,Petoskey
12302,Hispanic,-9,48798.33333333334,Petoskey
12302,Asian,75,100043.3333333333,Petoskey
12302,Black,25,20267,Petoskey
12302,Black,-9,45013.5,Petoskey
12302,Pooled,75,84873.33944954129,Petoskey
12302,AIAN,75,56744.28571428572,Petoskey
12302,Asian,-9,89715,Petoskey
12302,Hispanic,25,39750,Petoskey
12302,Pooled,25,45801.78113207547,Petoskey
12302,AIAN,-9,44775.71428571428,Petoskey
12302,AIAN,25,32807.14285714286,Petoskey
12302,Pooled,-9,65610.15255813954,Petoskey
12302,Asian,25,79386.66666666667,Petoskey
12302,White,25,46130.83333333334,Petoskey
12302,Asian,50,89715,Petoskey
12302,Hispanic,50,48798.33333333333,Petoskey
12302,White,75,86322.72727272728,Petoskey
12302,Black,50,45013.5,Petoskey
12401,Asian,-9,94590,Alpena
12401,Pooled,75,81660.57724957555,Alpena
12401,White,75,82455.73770491804,Alpena
12401,Pooled,25,47886.21621621621,Alpena
12401,Asian,75,104350,Alpena
12401,Pooled,-9,63737.29083665339,Alpena
12401,AIAN,-9,61102.5,Alpena
12401,Asian,50,94590,Alpena
12401,Black,-9,45165,Alpena
12401,Hispanic,75,69835,Alpena
12401,Black,75,46005,Alpena
12401,Hispanic,-9,50888.75,Alpena
12401,White,25,47731.53354632588,Alpena
12401,Black,50,45165,Alpena
12401,White,-9,63955.86382978723,Alpena
12401,AIAN,75,63710,Alpena
12401,Hispanic,25,31942.5,Alpena
12401,AIAN,50,61102.5,Alpena
12401,Black,25,44325,Alpena
12401,Asian,25,84830,Alpena
12401,White,50,65093.63562562196,Alpena
12401,Hispanic,50,50888.75,Alpena
12401,Pooled,50,64773.39673289588,Alpena
12401,AIAN,25,58495,Alpena
12402,White,25,42292.19686162625,Grayling charter
12402,White,50,64795.97409688772,Grayling charter
12402,Pooled,-9,61280.33764367816,Grayling charter
12402,Black,25,21635,Grayling charter
12402,White,-9,62339.07436708861,Grayling charter
12402,AIAN,75,54473.33333333334,Grayling charter
12402,Asian,50,87815,Grayling charter
12402,Pooled,25,42130.49673202614,Grayling charter
12402,Hispanic,75,63573.33333333334,Grayling charter
12402,White,75,87299.7513321492,Grayling charter
12402,Pooled,50,63387.73640429058,Grayling charter
12402,AIAN,-9,40506.66666666666,Grayling charter
12402,Black,-9,28893.75,Grayling charter
12402,Pooled,75,84644.97607655503,Grayling charter
12402,Asian,-9,87815,Grayling charter
12402,AIAN,25,26540,Grayling charter
12402,Asian,25,78566.66666666667,Grayling charter
12402,AIAN,50,40506.66666666667,Grayling charter
12402,Black,50,28893.75,Grayling charter
12402,Hispanic,50,52110.83333333334,Grayling charter
12402,Hispanic,25,40648.33333333334,Grayling charter
12402,Black,75,36152.5,Grayling charter
12402,Hispanic,-9,52110.83333333334,Grayling charter
12402,Asian,75,97063.33333333333,Grayling charter
12501,Hispanic,75,77557.16981132075,Dayton
12501,AIAN,25,18160.19047619048,Dayton
12501,Black,-9,26509.74239007892,Dayton
12501,Black,75,47039.76653696498,Dayton
12501,White,-9,71014.23038728898,Dayton
12501,Black,25,18134.79603174603,Dayton
12501,AIAN,50,35263.19047619047,Dayton
12501,Pooled,25,39896.58476459891,Dayton
12501,AIAN,-9,35263.19047619047,Dayton
12501,Hispanic,25,42003.11594202898,Dayton
12501,Asian,50,123790.9959017337,Dayton
12501,White,25,43636.63006756757,Dayton
12501,AIAN,75,52366.19047619047,Dayton
12501,Pooled,50,63433.61913723325,Dayton
12501,Hispanic,-9,61037.10437710438,Dayton
12501,Asian,-9,127811.2910798122,Dayton
12501,White,50,66148.2605972024,Dayton
12501,Pooled,-9,66922.78767712695,Dayton
12501,White,75,88659.89112683723,Dayton
12501,Asian,75,143252.8793774319,Dayton
12501,Black,50,32587.28128435551,Dayton
12501,Hispanic,50,59780.14287667487,Dayton
12501,Pooled,75,86970.6535098676,Dayton
12501,Asian,25,104329.1124260355,Dayton
12502,Asian,50,103473.3333333333,Washington Court House
12502,Pooled,-9,53593.17538461539,Washington Court House
12502,Pooled,75,78209.10545454545,Washington Court House
12502,Black,75,31662.22222222222,Washington Court House
12502,White,25,34998.33333333334,Washington Court House
12502,Hispanic,25,36483.33333333334,Washington Court House
12502,Black,50,25247.77777777778,Washington Court House
12502,Asian,-9,103473.3333333333,Washington Court House
12502,Pooled,25,35541.49333333333,Washington Court House
12502,Pooled,50,56875.29939393939,Washington Court House
12502,White,50,56948.24358974359,Washington Court House
12502,Asian,25,94133.33333333333,Washington Court House
12502,Black,25,18833.33333333333,Washington Court House
12502,White,-9,53407.93548387097,Washington Court House
12502,Black,-9,25247.77777777778,Washington Court House
12502,Hispanic,-9,47565,Washington Court House
12502,Asian,75,112813.3333333333,Washington Court House
12502,Hispanic,50,47565,Washington Court House
12502,White,75,78898.15384615384,Washington Court House
12502,Hispanic,75,58646.66666666666,Washington Court House
12600,Black,75,46135.71428571428,Wayne
12600,Hispanic,75,65430,Wayne
12600,Hispanic,50,47402,Wayne
12600,Asian,50,118700,Wayne
12600,AIAN,75,41350,Wayne
12600,Pooled,75,74705.64979480165,Wayne
12600,Hispanic,-9,47402,Wayne
12600,Hispanic,25,29374,Wayne
12600,AIAN,25,24350,Wayne
12600,AIAN,-9,32850,Wayne
12600,AIAN,50,32850,Wayne
12600,Black,50,33367.61904761905,Wayne
12600,Pooled,25,33484.51936872309,Wayne
12600,White,-9,55596.57185628742,Wayne
12600,Asian,-9,118700,Wayne
12600,White,25,33999.35635792778,Wayne
12600,Pooled,50,54095.08458176237,Wayne
12600,Black,-9,26983.57142857143,Wayne
12600,Asian,25,106200,Wayne
12600,Pooled,-9,54585.81232492998,Wayne
12600,White,75,75278.15450643777,Wayne
12600,Black,25,20599.52380952381,Wayne
12600,Asian,75,131200,Wayne
12600,White,50,54638.75543218278,Wayne
12701,AIAN,-9,45512.90322580645,Cincinnati
12701,Asian,25,122065.1388888889,Cincinnati
12701,Asian,50,136414.3436379928,Cincinnati
12701,Hispanic,25,35782.56842105263,Cincinnati
12701,White,75,96836.1841934226,Cincinnati
12701,White,25,47907.27128623189,Cincinnati
12701,White,50,72371.72773982724,Cincinnati
12701,Asian,75,150763.5483870968,Cincinnati
12701,Black,25,17272.37601442741,Cincinnati
12701,Pooled,75,94692.17713287976,Cincinnati
12701,Black,75,43272.61964735516,Cincinnati
12701,AIAN,75,73540.16129032258,Cincinnati
12701,Hispanic,75,85568.93867924529,Cincinnati
12701,Hispanic,-9,62038.06716417911,Cincinnati
12701,AIAN,25,17485.64516129032,Cincinnati
12701,Asian,-9,140221.2755102041,Cincinnati
12701,White,-9,78992.42505574366,Cincinnati
12701,Black,50,30272.49783089129,Cincinnati
12701,AIAN,50,45512.90322580645,Cincinnati
12701,Hispanic,50,60675.75355014896,Cincinnati
12701,Black,-9,24126.35790172643,Cincinnati
12701,Pooled,-9,73413.36637130199,Cincinnati
12701,Pooled,25,42354.41849020125,Cincinnati
12701,Pooled,50,68523.29781154051,Cincinnati
12702,Pooled,75,67183.98104265404,Maysville
12702,Hispanic,50,81245,Maysville
12702,White,-9,44173.64341085271,Maysville
12702,Pooled,50,48472.43751273103,Maysville
12702,Pooled,-9,43861.37857142857,Maysville
12702,Hispanic,25,60065,Maysville
12702,Black,50,17239.76470588235,Maysville
12702,Black,75,19550,Maysville
12702,Hispanic,75,102425,Maysville
12702,White,25,29790.83333333333,Maysville
12702,Black,-9,16744.71428571429,Maysville
12702,White,50,49117.734375,Maysville
12702,White,75,68444.63541666667,Maysville
12702,Pooled,25,29760.89398280802,Maysville
12702,Hispanic,-9,81245,Maysville
12702,Black,25,14929.52941176471,Maysville
12800,White,25,47701.34285714286,Washington
12800,Pooled,-9,71279.66835300731,Washington
12800,Black,25,27300,Washington
12800,Pooled,75,87598.34132310643,Washington
12800,Asian,50,127612.5,Washington
